issue_id,project,worklog_id,person,component,component_description,time_spent,date,time
6824,Internal Networks and Systems,29783,scarnes,applications,group; work related to our applications,0.1,5/3/17,4:49:00
6824,Internal Networks and Systems,29783,scarnes,break/fix,type of work,0.1,5/3/17,4:49:00
6824,Internal Networks and Systems,29783,scarnes,corp_wiki,tool/service,0.1,5/3/17,4:49:00
6824,Internal Networks and Systems,29829,kyang,applications,group; work related to our applications,0.166666667,5/5/17,1:33:00
6824,Internal Networks and Systems,29829,kyang,break/fix,type of work,0.166666667,5/5/17,1:33:00
6824,Internal Networks and Systems,29829,kyang,corp_wiki,tool/service,0.166666667,5/5/17,1:33:00
6826,Internal Networks and Systems,29797,kyang,applications,group; work related to our applications,0.016666667,5/3/17,7:47:00
6826,Internal Networks and Systems,29797,kyang,break/fix,type of work,0.016666667,5/3/17,7:47:00
6826,Internal Networks and Systems,29797,kyang,corp_wiki,tool/service,0.016666667,5/3/17,7:47:00
6827,Internal Networks and Systems,30211,tpenn,devops,group; work related to devops,0.083333333,5/24/17,3:00:00
6827,Internal Networks and Systems,30211,tpenn,drt_func,tool/service,0.083333333,5/24/17,3:00:00
6827,Internal Networks and Systems,30211,tpenn,functional,type of work,0.083333333,5/24/17,3:00:00
6828,Internal Networks and Systems,29843,rdw,adp_feed,tool/service,0.166666667,5/5/17,8:42:00
6828,Internal Networks and Systems,29843,rdw,break/fix,type of work,0.166666667,5/5/17,8:42:00
6828,Internal Networks and Systems,29843,rdw,devops,group; work related to devops,0.166666667,5/5/17,8:42:00
6829,Internal Networks and Systems,29810,tpenn,functional,type of work,0.083333333,5/4/17,1:58:00
6829,Internal Networks and Systems,29810,tpenn,global_infra,group; work related to our global infrastructure,0.083333333,5/4/17,1:58:00
6829,Internal Networks and Systems,29810,tpenn,pbx,tool/service,0.083333333,5/4/17,1:58:00
6830,Internal Networks and Systems,29812,jevans,applications,group; work related to our applications,0.25,5/4/17,3:11:00
6830,Internal Networks and Systems,29812,jevans,break/fix,type of work,0.25,5/4/17,3:11:00
6830,Internal Networks and Systems,29812,jevans,exchange,tool/service,0.25,5/4/17,3:11:00
6831,Internal Networks and Systems,29818,tpenn,applications,group; work related to our applications,0.25,5/4/17,7:08:00
6831,Internal Networks and Systems,29818,tpenn,exchange,tool/service,0.25,5/4/17,7:08:00
6831,Internal Networks and Systems,29818,tpenn,functional,type of work,0.25,5/4/17,7:08:00
6832,Internal Networks and Systems,29814,tpenn,applications,group; work related to our applications,0.333333333,5/4/17,4:34:00
6832,Internal Networks and Systems,29814,tpenn,functional,type of work,0.333333333,5/4/17,4:34:00
6832,Internal Networks and Systems,29814,tpenn,office365,tool/service,0.333333333,5/4/17,4:34:00
6833,Internal Networks and Systems,29828,kyang,applications,group; work related to our applications,0.083333333,5/5/17,1:24:00
6833,Internal Networks and Systems,29828,kyang,corp_wiki,tool/service,0.083333333,5/5/17,1:24:00
6833,Internal Networks and Systems,29828,kyang,functional,type of work,0.083333333,5/5/17,1:24:00
6833,Internal Networks and Systems,29900,kyang,applications,group; work related to our applications,0.75,5/8/17,1:29:00
6833,Internal Networks and Systems,29900,kyang,corp_wiki,tool/service,0.75,5/8/17,1:29:00
6833,Internal Networks and Systems,29900,kyang,functional,type of work,0.75,5/8/17,1:29:00
6833,Internal Networks and Systems,30337,kyang,applications,group; work related to our applications,1,6/2/17,7:37:00
6833,Internal Networks and Systems,30337,kyang,corp_wiki,tool/service,1,6/2/17,7:37:00
6833,Internal Networks and Systems,30337,kyang,functional,type of work,1,6/2/17,7:37:00
6834,Internal Networks and Systems,29827,tpenn,applications,group; work related to our applications,0.5,5/5/17,12:59:00
6834,Internal Networks and Systems,29827,tpenn,fileserver,tool/service,0.5,5/5/17,12:59:00
6834,Internal Networks and Systems,29827,tpenn,functional,type of work,0.5,5/5/17,12:59:00
6836,Internal Networks and Systems,29835,tpenn,functional,type of work,0.25,5/5/17,4:11:00
6836,Internal Networks and Systems,29835,tpenn,global_infra,group; work related to our global infrastructure,0.25,5/5/17,4:11:00
6836,Internal Networks and Systems,29835,tpenn,pbx,tool/service,0.25,5/5/17,4:11:00
6836,Internal Networks and Systems,29835,tpenn,QLS1,office,0.25,5/5/17,4:11:00
6836,Internal Networks and Systems,29912,tpenn,functional,type of work,1.5,5/8/17,6:20:00
6836,Internal Networks and Systems,29912,tpenn,global_infra,group; work related to our global infrastructure,1.5,5/8/17,6:20:00
6836,Internal Networks and Systems,29912,tpenn,pbx,tool/service,1.5,5/8/17,6:20:00
6836,Internal Networks and Systems,29912,tpenn,QLS1,office,1.5,5/8/17,6:20:00
6836,Internal Networks and Systems,30220,tpenn,functional,type of work,0.25,5/24/17,8:19:00
6836,Internal Networks and Systems,30220,tpenn,global_infra,group; work related to our global infrastructure,0.25,5/24/17,8:19:00
6836,Internal Networks and Systems,30220,tpenn,pbx,tool/service,0.25,5/24/17,8:19:00
6836,Internal Networks and Systems,30220,tpenn,QLS1,office,0.25,5/24/17,8:19:00
6837,Internal Networks and Systems,29911,tpenn,functional,type of work,0.166666667,5/8/17,6:18:00
6837,Internal Networks and Systems,29911,tpenn,global_infra,group; work related to our global infrastructure,0.166666667,5/8/17,6:18:00
6837,Internal Networks and Systems,29911,tpenn,networking,tool/service,0.166666667,5/8/17,6:18:00
6837,Internal Networks and Systems,29911,tpenn,NYC2,office,0.166666667,5/8/17,6:18:00
6838,Internal Networks and Systems,29904,jhoule,applications,group; work related to our applications,0.083333333,5/8/17,2:44:00
6838,Internal Networks and Systems,29904,jhoule,functional,type of work,0.083333333,5/8/17,2:44:00
6838,Internal Networks and Systems,29904,jhoule,spotfire,tool/service,0.083333333,5/8/17,2:44:00
6839,Internal Networks and Systems,29942,ysaxena,ad_feed,tool/service,1,5/9/17,9:12:00
6839,Internal Networks and Systems,29942,ysaxena,devops,group; work related to devops,1,5/9/17,9:12:00
6839,Internal Networks and Systems,29942,ysaxena,functional,type of work,1,5/9/17,9:12:00
6840,Internal Networks and Systems,30361,scarnes,adp_feed,tool/service,0.5,6/5/17,3:21:00
6840,Internal Networks and Systems,30361,scarnes,break/fix,type of work,0.5,6/5/17,3:21:00
6840,Internal Networks and Systems,30361,scarnes,devops,group; work related to devops,0.5,6/5/17,3:21:00
6843,Internal Networks and Systems,29960,jhoule,break/fix,type of work,0.5,5/10/17,5:41:00
6843,Internal Networks and Systems,29960,jhoule,dpm,tool/service,0.5,5/10/17,5:41:00
6843,Internal Networks and Systems,29960,jhoule,global_infra,group; work related to our global infrastructure,0.5,5/10/17,5:41:00
6843,Internal Networks and Systems,29960,jhoule,NYM2,data center,0.5,5/10/17,5:41:00
6844,Internal Networks and Systems,30019,jhoule,applications,group; work related to our applications,0.25,5/12/17,7:38:00
6844,Internal Networks and Systems,30019,jhoule,break/fix,type of work,0.25,5/12/17,7:38:00
6844,Internal Networks and Systems,30019,jhoule,spotfire,tool/service,0.25,5/12/17,7:38:00
6845,Internal Networks and Systems,29906,rdw,break/fix,type of work,0.166666667,5/8/17,3:11:00
6845,Internal Networks and Systems,29906,rdw,devops,group; work related to devops,0.166666667,5/8/17,3:11:00
6846,Internal Networks and Systems,29905,rdw,break/fix,type of work,0.166666667,5/8/17,3:08:00
6846,Internal Networks and Systems,29905,rdw,centerstone_feed,tool/service,0.166666667,5/8/17,3:08:00
6846,Internal Networks and Systems,29905,rdw,devops,group; work related to devops,0.166666667,5/8/17,3:08:00
6847,Internal Networks and Systems,29908,jhoule,applications,group; work related to our applications,0.166666667,5/8/17,3:26:00
6847,Internal Networks and Systems,29908,jhoule,console,tool/service; should usually also have user_management as that's really all our team does with console,0.166666667,5/8/17,3:26:00
6847,Internal Networks and Systems,29908,jhoule,functional,type of work,0.166666667,5/8/17,3:26:00
6848,Internal Networks and Systems,29917,jevans,applications,group; work related to our applications,1,5/8/17,7:57:00
6848,Internal Networks and Systems,29917,jevans,fileserver,tool/service,1,5/8/17,7:57:00
6848,Internal Networks and Systems,29917,jevans,functional,type of work,1,5/8/17,7:57:00
6848,Internal Networks and Systems,29921,jhoule,applications,group; work related to our applications,1,5/8/17,9:01:00
6848,Internal Networks and Systems,29921,jhoule,fileserver,tool/service,1,5/8/17,9:01:00
6848,Internal Networks and Systems,29921,jhoule,functional,type of work,1,5/8/17,9:01:00
6850,Internal Networks and Systems,29910,jhoule,applications,group; work related to our applications,0.083333333,5/8/17,4:37:00
6850,Internal Networks and Systems,29910,jhoule,exchange,tool/service,0.083333333,5/8/17,4:37:00
6850,Internal Networks and Systems,29910,jhoule,functional,type of work,0.083333333,5/8/17,4:37:00
6851,Internal Networks and Systems,29919,jevans,applications,group; work related to our applications,0.25,5/8/17,8:49:00
6851,Internal Networks and Systems,29919,jevans,functional,type of work,0.25,5/8/17,8:49:00
6851,Internal Networks and Systems,29919,jevans,office365,tool/service,0.25,5/8/17,8:49:00
6852,Internal Networks and Systems,29933,jhoule,applications,group; work related to our applications,0.166666667,5/9/17,5:39:00
6852,Internal Networks and Systems,29933,jhoule,question,type of work; tickets where a person just needs an explanation on how to use systems as they already exist. should NOT be used on tickets where there is actual work being done or requests being fulfilled.,0.166666667,5/9/17,5:39:00
6852,Internal Networks and Systems,29933,jhoule,ssh_keys,tool/service,0.166666667,5/9/17,5:39:00
6853,Internal Networks and Systems,29918,jhoule,applications,group; work related to our applications,0.166666667,5/8/17,8:31:00
6853,Internal Networks and Systems,29918,jhoule,console,tool/service; should usually also have user_management as that's really all our team does with console,0.166666667,5/8/17,8:31:00
6853,Internal Networks and Systems,29918,jhoule,functional,type of work,0.166666667,5/8/17,8:31:00
6854,Internal Networks and Systems,29928,jhoule,devops,group; work related to devops,0.333333333,5/9/17,3:35:00
6854,Internal Networks and Systems,29928,jhoule,drt_data,tool/service,0.333333333,5/9/17,3:35:00
6854,Internal Networks and Systems,29928,jhoule,functional,type of work,0.333333333,5/9/17,3:35:00
6854,Internal Networks and Systems,29928,jhoule,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.333333333,5/9/17,3:35:00
6854,Internal Networks and Systems,30086,jhoule,devops,group; work related to devops,0.333333333,5/16/17,6:35:00
6854,Internal Networks and Systems,30086,jhoule,drt_data,tool/service,0.333333333,5/16/17,6:35:00
6854,Internal Networks and Systems,30086,jhoule,functional,type of work,0.333333333,5/16/17,6:35:00
6854,Internal Networks and Systems,30086,jhoule,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.333333333,5/16/17,6:35:00
6855,Internal Networks and Systems,29931,kyang,applications,group; work related to our applications,0.166666667,5/9/17,5:04:00
6855,Internal Networks and Systems,29931,kyang,break/fix,type of work,0.166666667,5/9/17,5:04:00
6855,Internal Networks and Systems,29931,kyang,crucible,tool/service,0.166666667,5/9/17,5:04:00
6856,Internal Networks and Systems,30907,smeltzer,break/fix,type of work,2,7/6/17,6:20:00
6856,Internal Networks and Systems,30907,smeltzer,global_infra,group; work related to our global infrastructure,2,7/6/17,6:20:00
6856,Internal Networks and Systems,30907,smeltzer,ntp,tool/service,2,7/6/17,6:20:00
6856,Internal Networks and Systems,30907,smeltzer,NYC2,office,2,7/6/17,6:20:00
6857,Internal Networks and Systems,30017,jhoule,applications,group; work related to our applications,0.333333333,5/12/17,5:54:00
6857,Internal Networks and Systems,30017,jhoule,fileserver,tool/service,0.333333333,5/12/17,5:54:00
6857,Internal Networks and Systems,30017,jhoule,functional,type of work,0.333333333,5/12/17,5:54:00
6858,Internal Networks and Systems,29927,kyang,applications,group; work related to our applications,0.25,5/9/17,2:53:00
6858,Internal Networks and Systems,29927,kyang,break/fix,type of work,0.25,5/9/17,2:53:00
6858,Internal Networks and Systems,29927,kyang,public_wiki,"tool/service; wiki.appnexus.com, to be used in conjunction with corp_wiki if general Confluence work is being done",0.25,5/9/17,2:53:00
6859,Internal Networks and Systems,29945,jhoule,functional,type of work,0.083333333,5/10/17,2:43:00
6859,Internal Networks and Systems,29945,jhoule,global_infra,group; work related to our global infrastructure,0.083333333,5/10/17,2:43:00
6859,Internal Networks and Systems,29945,jhoule,mx_filter,tool/service,0.083333333,5/10/17,2:43:00
6860,Internal Networks and Systems,30198,jhoule,break/fix,type of work,0.083333333,5/24/17,1:03:00
6860,Internal Networks and Systems,30198,jhoule,consultant_management_tool,tool/service,0.083333333,5/24/17,1:03:00
6860,Internal Networks and Systems,30198,jhoule,devops,group; work related to devops,0.083333333,5/24/17,1:03:00
6861,Internal Networks and Systems,29951,jhoule,applications,group; work related to our applications,0.033333333,5/10/17,2:50:00
6861,Internal Networks and Systems,29951,jhoule,functional,type of work,0.033333333,5/10/17,2:50:00
6861,Internal Networks and Systems,29951,jhoule,spotfire,tool/service,0.033333333,5/10/17,2:50:00
6862,Internal Networks and Systems,29944,jhoule,applications,group; work related to our applications,0.016666667,5/10/17,2:35:00
6862,Internal Networks and Systems,29944,jhoule,functional,type of work,0.016666667,5/10/17,2:35:00
6862,Internal Networks and Systems,29944,jhoule,spotfire,tool/service,0.016666667,5/10/17,2:35:00
6863,Internal Networks and Systems,29950,jhoule,applications,group; work related to our applications,0.083333333,5/10/17,2:50:00
6863,Internal Networks and Systems,29950,jhoule,functional,type of work,0.083333333,5/10/17,2:50:00
6863,Internal Networks and Systems,29950,jhoule,spotfire,tool/service,0.083333333,5/10/17,2:50:00
6864,Internal Networks and Systems,30071,awestfall,functional,type of work,0.033333333,5/16/17,3:01:00
6864,Internal Networks and Systems,30071,awestfall,global_infra,group; work related to our global infrastructure,0.033333333,5/16/17,3:01:00
6864,Internal Networks and Systems,30071,awestfall,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.033333333,5/16/17,3:01:00
6864,Internal Networks and Systems,30071,awestfall,vpn,tool/service,0.033333333,5/16/17,3:01:00
6865,Internal Networks and Systems,29949,jhoule,applications,group; work related to our applications,0.033333333,5/10/17,2:48:00
6865,Internal Networks and Systems,29949,jhoule,break/fix,type of work,0.033333333,5/10/17,2:48:00
6865,Internal Networks and Systems,29949,jhoule,spotfire,tool/service,0.033333333,5/10/17,2:48:00
6866,Internal Networks and Systems,29948,jhoule,applications,group; work related to our applications,0.033333333,5/10/17,2:46:00
6866,Internal Networks and Systems,29948,jhoule,break/fix,type of work,0.033333333,5/10/17,2:46:00
6866,Internal Networks and Systems,29948,jhoule,spotfire,tool/service,0.033333333,5/10/17,2:46:00
6867,Internal Networks and Systems,29966,scarnes,break/fix,type of work,0.1,5/11/17,3:26:00
6867,Internal Networks and Systems,29966,scarnes,devops,group; work related to devops,0.1,5/11/17,3:26:00
6868,Internal Networks and Systems,29967,scarnes,break/fix,type of work,0.016666667,5/11/17,3:26:00
6868,Internal Networks and Systems,29967,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:26:00
6869,Internal Networks and Systems,29968,scarnes,break/fix,type of work,0.016666667,5/11/17,3:26:00
6869,Internal Networks and Systems,29968,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:26:00
6870,Internal Networks and Systems,29969,scarnes,break/fix,type of work,0.016666667,5/11/17,3:26:00
6870,Internal Networks and Systems,29969,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:26:00
6871,Internal Networks and Systems,29970,scarnes,break/fix,type of work,0.016666667,5/11/17,3:26:00
6871,Internal Networks and Systems,29970,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:26:00
6872,Internal Networks and Systems,29971,scarnes,break/fix,type of work,0.016666667,5/11/17,3:27:00
6872,Internal Networks and Systems,29971,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:27:00
6873,Internal Networks and Systems,29972,scarnes,break/fix,type of work,0.016666667,5/11/17,3:27:00
6873,Internal Networks and Systems,29972,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:27:00
6874,Internal Networks and Systems,29973,scarnes,break/fix,type of work,0.016666667,5/11/17,3:27:00
6874,Internal Networks and Systems,29973,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:27:00
6875,Internal Networks and Systems,29974,scarnes,break/fix,type of work,0.016666667,5/11/17,3:27:00
6875,Internal Networks and Systems,29974,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:27:00
6876,Internal Networks and Systems,29975,scarnes,break/fix,type of work,0.016666667,5/11/17,3:27:00
6876,Internal Networks and Systems,29975,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:27:00
6877,Internal Networks and Systems,29976,scarnes,break/fix,type of work,0.016666667,5/11/17,3:27:00
6877,Internal Networks and Systems,29976,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:27:00
6878,Internal Networks and Systems,29977,scarnes,break/fix,type of work,0.016666667,5/11/17,3:27:00
6878,Internal Networks and Systems,29977,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:27:00
6879,Internal Networks and Systems,29978,scarnes,break/fix,type of work,0.016666667,5/11/17,3:28:00
6879,Internal Networks and Systems,29978,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:28:00
6880,Internal Networks and Systems,29979,scarnes,break/fix,type of work,0.016666667,5/11/17,3:28:00
6880,Internal Networks and Systems,29979,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:28:00
6881,Internal Networks and Systems,29980,scarnes,break/fix,type of work,0.016666667,5/11/17,3:28:00
6881,Internal Networks and Systems,29980,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:28:00
6882,Internal Networks and Systems,29981,scarnes,break/fix,type of work,0.016666667,5/11/17,3:28:00
6882,Internal Networks and Systems,29981,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:28:00
6883,Internal Networks and Systems,29982,scarnes,break/fix,type of work,0.016666667,5/11/17,3:28:00
6883,Internal Networks and Systems,29982,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:28:00
6884,Internal Networks and Systems,29983,scarnes,break/fix,type of work,0.016666667,5/11/17,3:28:00
6884,Internal Networks and Systems,29983,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:28:00
6885,Internal Networks and Systems,29984,scarnes,break/fix,type of work,0.016666667,5/11/17,3:29:00
6885,Internal Networks and Systems,29984,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:29:00
6886,Internal Networks and Systems,29985,scarnes,break/fix,type of work,0.016666667,5/11/17,3:29:00
6886,Internal Networks and Systems,29985,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:29:00
6887,Internal Networks and Systems,29986,scarnes,break/fix,type of work,0.016666667,5/11/17,3:29:00
6887,Internal Networks and Systems,29986,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:29:00
6888,Internal Networks and Systems,29987,scarnes,break/fix,type of work,0.016666667,5/11/17,3:29:00
6888,Internal Networks and Systems,29987,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:29:00
6889,Internal Networks and Systems,29988,scarnes,break/fix,type of work,0.016666667,5/11/17,3:30:00
6889,Internal Networks and Systems,29988,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:30:00
6890,Internal Networks and Systems,29989,scarnes,break/fix,type of work,0.016666667,5/11/17,3:30:00
6890,Internal Networks and Systems,29989,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:30:00
6891,Internal Networks and Systems,29990,scarnes,break/fix,type of work,0.016666667,5/11/17,3:30:00
6891,Internal Networks and Systems,29990,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:30:00
6892,Internal Networks and Systems,29991,scarnes,break/fix,type of work,0.016666667,5/11/17,3:30:00
6892,Internal Networks and Systems,29991,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:30:00
6893,Internal Networks and Systems,29992,scarnes,break/fix,type of work,0.016666667,5/11/17,3:30:00
6893,Internal Networks and Systems,29992,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:30:00
6894,Internal Networks and Systems,29993,scarnes,break/fix,type of work,0.016666667,5/11/17,3:30:00
6894,Internal Networks and Systems,29993,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:30:00
6895,Internal Networks and Systems,29994,scarnes,break/fix,type of work,0.016666667,5/11/17,3:30:00
6895,Internal Networks and Systems,29994,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:30:00
6896,Internal Networks and Systems,29995,scarnes,break/fix,type of work,0.016666667,5/11/17,3:31:00
6896,Internal Networks and Systems,29995,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:31:00
6897,Internal Networks and Systems,29996,scarnes,break/fix,type of work,0.016666667,5/11/17,3:31:00
6897,Internal Networks and Systems,29996,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:31:00
6898,Internal Networks and Systems,29997,scarnes,break/fix,type of work,0.016666667,5/11/17,3:31:00
6898,Internal Networks and Systems,29997,scarnes,devops,group; work related to devops,0.016666667,5/11/17,3:31:00
6899,Internal Networks and Systems,29947,jhoule,applications,group; work related to our applications,0.083333333,5/10/17,2:45:00
6899,Internal Networks and Systems,29947,jhoule,break/fix,type of work,0.083333333,5/10/17,2:45:00
6899,Internal Networks and Systems,29947,jhoule,spotfire,tool/service,0.083333333,5/10/17,2:45:00
6900,Internal Networks and Systems,30358,scarnes,break/fix,type of work,0.1,6/5/17,2:54:00
6900,Internal Networks and Systems,30358,scarnes,devops,group; work related to devops,0.1,6/5/17,2:54:00
6901,Internal Networks and Systems,29946,jevans,applications,group; work related to our applications,0.25,5/10/17,2:44:00
6901,Internal Networks and Systems,29946,jevans,functional,type of work,0.25,5/10/17,2:44:00
6901,Internal Networks and Systems,29946,jevans,slack,tool/service,0.25,5/10/17,2:44:00
6902,Internal Networks and Systems,29954,kyang,applications,group; work related to our applications,0.5,5/10/17,3:46:00
6902,Internal Networks and Systems,29954,kyang,break/fix,type of work,0.5,5/10/17,3:46:00
6902,Internal Networks and Systems,29954,kyang,corp_wiki,tool/service,0.5,5/10/17,3:46:00
6903,Internal Networks and Systems,29964,ysaxena,active_directory,tool/service,10,5/10/17,7:56:00
6903,Internal Networks and Systems,29964,ysaxena,applications,group; work related to our applications,10,5/10/17,7:56:00
6903,Internal Networks and Systems,29964,ysaxena,break/fix,type of work,10,5/10/17,7:56:00
6904,Internal Networks and Systems,30560,jevans,applications,group; work related to our applications,0.5,6/14/17,7:30:00
6904,Internal Networks and Systems,30560,jevans,console,tool/service; should usually also have user_management as that's really all our team does with console,0.5,6/14/17,7:30:00
6904,Internal Networks and Systems,30560,jevans,functional,type of work,0.5,6/14/17,7:30:00
6904,Internal Networks and Systems,30560,jevans,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.5,6/14/17,7:30:00
6906,Internal Networks and Systems,30020,jhoule,applications,group; work related to our applications,0.166666667,5/12/17,7:39:00
6906,Internal Networks and Systems,30020,jhoule,functional,type of work,0.166666667,5/12/17,7:39:00
6906,Internal Networks and Systems,30020,jhoule,spotfire,tool/service,0.166666667,5/12/17,7:39:00
6907,Internal Networks and Systems,29965,jevans,applications,group; work related to our applications,0.25,5/11/17,2:54:00
6907,Internal Networks and Systems,29965,jevans,functional,type of work,0.25,5/11/17,2:54:00
6907,Internal Networks and Systems,29965,jevans,office365,tool/service,0.25,5/11/17,2:54:00
6908,Internal Networks and Systems,30174,jevans,applications,group; work related to our applications,1,5/22/17,7:09:00
6908,Internal Networks and Systems,30174,jevans,functional,type of work,1,5/22/17,7:09:00
6908,Internal Networks and Systems,30174,jevans,password_manager,tool/service,1,5/22/17,7:09:00
6909,Internal Networks and Systems,30012,jhoule,functional,type of work,0.5,5/12/17,4:16:00
6909,Internal Networks and Systems,30012,jhoule,global_infra,group; work related to our global infrastructure,0.5,5/12/17,4:16:00
6909,Internal Networks and Systems,30012,jhoule,ssh_keys,tool/service,0.5,5/12/17,4:16:00
6910,Internal Networks and Systems,30015,jhoule,drt_data,tool/service,0.333333333,5/12/17,5:37:00
6910,Internal Networks and Systems,30015,jhoule,functional,type of work,0.333333333,5/12/17,5:37:00
6910,Internal Networks and Systems,30015,jhoule,global_infra,group; work related to our global infrastructure,0.333333333,5/12/17,5:37:00
6910,Internal Networks and Systems,30015,jhoule,user_management,"theme; any work done to update, delete, or change users of a system in any way",0.333333333,5/12/17,5:37:00
6913,Internal Networks and Systems,30113,kyang,applications,group; work related to our applications,0.016666667,5/17/17,6:23:00
6913,Internal Networks and Systems,30113,kyang,bitbucket,tool/service,0.016666667,5/17/17,6:23:00
6913,Internal Networks and Systems,30113,kyang,break/fix,type of work,0.016666667,5/17/17,6:23:00
6913,Internal Networks and Systems,30861,kyang,applications,group; work related to our applications,0.25,7/5/17,3:28:00
6913,Internal Networks and Systems,30861,kyang,bitbucket,tool/service,0.25,7/5/17,3:28:00
6913,Internal Networks and Systems,30861,kyang,break/fix,type of work,0.25,7/5/17,3:28:00
6913,Internal Networks and Systems,31149,kyang,applications,group; work related to our applications,0.666666667,7/17/17,8:50:00
6913,Internal Networks and Systems,31149,kyang,bitbucket,tool/service,0.666666667,7/17/17,8:50:00
6913,Internal Networks and Systems,31149,kyang,break/fix,type of work,0.666666667,7/17/17,8:50:00
6913,Internal Networks and Systems,31323,kyang,applications,group; work related to our applications,0.5,7/27/17,7:07:00
6913,Internal Networks and Systems,31323,kyang,bitbucket,tool/service,0.5,7/27/17,7:07:00
6913,Internal Networks and Systems,31323,kyang,break/fix,type of work,0.5,7/27/17,7:07:00
6914,Internal Networks and Systems,30018,jhoule,applications,group; work related to our applications,0.083333333,5/12/17,5:57:00
6914,Internal Networks and Systems,30018,jhoule,functional,type of work,0.083333333,5/12/17,5:57:00
6914,Internal Networks and Systems,30018,jhoule,slack,tool/service,0.083333333,5/12/17,5:57:00
6915,Internal Networks and Systems,30094,jhoule,applications,group; work related to our applications,0.5,5/16/17,9:04:00
6915,Internal Networks and Systems,30094,jhoule,drt_data,tool/service,0.5,5/16/17,9:04:00
6915,Internal Networks and Systems,30094,jhoule,functional,type of work,0.5,5/16/17,9:04:00
6915,Internal Networks and Systems,30094,jhoule,jira,tool/service,0.5,5/16/17,9:04:00
6916,Internal Networks and Systems,30355,scarnes,break/fix,type of work,0.1,6/5/17,2:51:00
6916,Internal Networks and Systems,30355,scarnes,vertica_feed,tool/service,0.1,6/5/17,2:51:00
6916,Internal Networks and Systems,30356,scarnes,break/fix,type of work,0.1,6/5/17,2:52:00
6916,Internal Networks and Systems,30356,scarnes,vertica_feed,tool/service,0.1,6/5/17,2:52:00
6917,Internal Networks and Systems,30081,jhoule,applications,group; work related to our applications,0.016666667,5/16/17,5:36:00
6917,Internal Networks and Systems,30081,jhoule,break/fix,type of work,0.016666667,5/16/17,5:36:00
6917,Internal Networks and Systems,30081,jhoule,dpm,tool/service,0.016666667,5/16/17,5:36:00
6918,Internal Networks and Systems,30034,kyang,applications,group; work related to our applications,0.033333333,5/15/17,1:42:00
6918,Internal Networks and Systems,30034,kyang,functional,type of work,0.033333333,5/15/17,1:42:00
6918,Internal Networks and Systems,30034,kyang,spotfire,tool/service,0.033333333,5/15/17,1:42:00
6919,Internal Networks and Systems,30038,kyang,applications,group; work related to our applications,0.033333333,5/15/17,1:48:00
6919,Internal Networks and Systems,30038,kyang,functional,type of work,0.033333333,5/15/17,1:48:00
6919,Internal Networks and Systems,30038,kyang,spotfire,tool/service,0.033333333,5/15/17,1:48:00
6921,Internal Networks and Systems,30101,kyang,applications,group; work related to our applications,0.166666667,5/17/17,3:13:00
6921,Internal Networks and Systems,30101,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.166666667,5/17/17,3:13:00
6921,Internal Networks and Systems,30101,kyang,functional,type of work,0.166666667,5/17/17,3:13:00
6922,Internal Networks and Systems,30068,kyang,applications,group; work related to our applications,0.083333333,5/16/17,2:31:00
6922,Internal Networks and Systems,30068,kyang,console,tool/service; should usually also have user_management as that's really all our team does with console,0.083333333,5/16/17,2:31:00
6922,Internal Networks and Systems,30068,kyang,functional,type of work,0.083333333,5/16/17,2:31:00
